name	status	reason
unc_m3upi_rxc_arb_misc.no_prog_bl_vn1	excluded	uncore event
unc_m3upi_rxc_arb_misc.vn01_parallel_win	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn0.ad_req	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn0.ad_rsp	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn0.ad_snp	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn0.bl_ncb	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn0.bl_ncs	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn0.bl_rsp	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn0.bl_wb	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn1.ad_req	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn1.ad_rsp	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn1.ad_snp	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn1.bl_ncb	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn1.bl_ncs	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn1.bl_rsp	excluded	uncore event
unc_m3upi_rxc_arb_nocrd_vn1.bl_wb	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn0.ad_req	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn0.ad_rsp	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn0.ad_snp	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn0.bl_ncb	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn0.bl_ncs	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn0.bl_rsp	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn0.bl_wb	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn1.ad_req	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn1.ad_rsp	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn1.ad_snp	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn1.bl_ncb	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn1.bl_ncs	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn1.bl_rsp	excluded	uncore event
unc_m3upi_rxc_arb_noreq_vn1.bl_wb	excluded	uncore event
unc_m3upi_rxc_bypassed.ad_s0_bl_arb	excluded	uncore event
unc_m3upi_rxc_bypassed.ad_s0_idle	excluded	uncore event
unc_m3upi_rxc_bypassed.ad_s1_bl_slot	excluded	uncore event
unc_m3upi_rxc_bypassed.ad_s2_bl_slot	excluded	uncore event
unc_m3upi_rxc_crd_misc.any_bgf_fifo	excluded	uncore event
unc_m3upi_rxc_crd_misc.any_bgf_path	excluded	uncore event
unc_m3upi_rxc_crd_misc.lt1_for_d2k	excluded	uncore event
unc_m3upi_rxc_crd_misc.lt2_for_d2k	excluded	uncore event
unc_m3upi_rxc_crd_misc.vn0_no_d2k_for_arb	excluded	uncore event
unc_m3upi_rxc_crd_misc.vn1_no_d2k_for_arb	excluded	uncore event
unc_m3upi_rxc_crd_occ.consumed	excluded	uncore event
unc_m3upi_rxc_crd_occ.d2k_crd	excluded	uncore event
unc_m3upi_rxc_crd_occ.flits_in_fifo	excluded	uncore event
unc_m3upi_rxc_crd_occ.flits_in_path	excluded	uncore event
unc_m3upi_rxc_crd_occ.p1p_fifo	excluded	uncore event
unc_m3upi_rxc_crd_occ.p1p_total	excluded	uncore event
unc_m3upi_rxc_crd_occ.txq_crd	excluded	uncore event
unc_m3upi_rxc_crd_occ.vna_in_use	excluded	uncore event
unc_m3upi_rxc_cycles_ne_vn0.ad_req	excluded	uncore event
unc_m3upi_rxc_cycles_ne_vn0.ad_rsp	excluded	uncore event
unc_m3upi_rxc_cycles_ne_vn0.ad_snp	excluded	uncore event
unc_m3upi_rxc_cycles_ne_vn0.bl_ncb	excluded	uncore event
unc_m3upi_rxc_cycles_ne_vn0.bl_ncs	excluded	uncore event
unc_m3upi_rxc_cycles_ne_vn0.bl_rsp	excluded	uncore event
unc_m3upi_rxc_cycles_ne_vn0.bl_wb	excluded	uncore event
unc_m3upi_rxc_data_flits_not_sent.all	excluded	uncore event
unc_m3upi_rxc_data_flits_not_sent.no_bgf	excluded	uncore event
unc_m3upi_rxc_data_flits_not_sent.no_txq	excluded	uncore event
unc_m3upi_rxc_data_flits_not_sent.tsv_hi	excluded	uncore event
unc_m3upi_rxc_data_flits_not_sent.valid_for_flit	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr1.accum	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr1.accum_read	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr1.accum_wasted	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr1.ahead_blocked	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr1.ahead_msg1_after	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr1.ahead_msg1_during	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr1.ahead_msg2_after	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr1.ahead_msg2_sent	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr2.par	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr2.par_flit	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr2.par_msg	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr2.rmstall	excluded	uncore event
unc_m3upi_rxc_flit_gen_hdr2.rmstall_nomsg	excluded	uncore event
unc_m3upi_rxc_flits_gen_bl.p0_wait	excluded	uncore event
unc_m3upi_rxc_flits_gen_bl.p1_wait	excluded	uncore event
unc_m3upi_rxc_flits_gen_bl.p1p_at_limit	excluded	uncore event
unc_m3upi_rxc_flits_gen_bl.p1p_busy	excluded	uncore event
unc_m3upi_rxc_flits_gen_bl.p1p_fifo_full	excluded	uncore event
unc_m3upi_rxc_flits_gen_bl.p1p_hold_p0	excluded	uncore event
unc_m3upi_rxc_flits_gen_bl.p1p_to_limbo	excluded	uncore event
unc_m3upi_rxc_flits_misc.s2req_in_holdoff	excluded	uncore event
unc_m3upi_rxc_flits_misc.s2req_in_service	excluded	uncore event
unc_m3upi_rxc_flits_misc.s2req_received	excluded	uncore event
unc_m3upi_rxc_flits_misc.s2req_withdrawn	excluded	uncore event
unc_m3upi_rxc_flits_slot_bl.all	excluded	uncore event
unc_m3upi_rxc_flits_slot_bl.need_data	excluded	uncore event
unc_m3upi_rxc_flits_slot_bl.p0_wait	excluded	uncore event
unc_m3upi_rxc_flits_slot_bl.p1_not_req	excluded	uncore event
unc_m3upi_rxc_flits_slot_bl.p1_not_req_but_bubble	excluded	uncore event
unc_m3upi_rxc_flits_slot_bl.p1_not_req_not_avail	excluded	uncore event
unc_m3upi_rxc_flits_slot_bl.p1_wait	excluded	uncore event
unc_m3upi_rxc_hdr_flit_not_sent.all	excluded	uncore event
unc_m3upi_rxc_hdr_flit_not_sent.no_bgf_crd	excluded	uncore event
unc_m3upi_rxc_hdr_flit_not_sent.no_bgf_no_msg	excluded	uncore event
unc_m3upi_rxc_hdr_flit_not_sent.no_txq_crd	excluded	uncore event
unc_m3upi_rxc_hdr_flit_not_sent.no_txq_no_msg	excluded	uncore event
unc_m3upi_rxc_hdr_flit_not_sent.tsv_hi	excluded	uncore event
unc_m3upi_rxc_hdr_flit_not_sent.valid_for_flit	excluded	uncore event
unc_m3upi_rxc_hdr_flits_sent.1_msg	excluded	uncore event
unc_m3upi_rxc_hdr_flits_sent.1_msg_vnx	excluded	uncore event
unc_m3upi_rxc_hdr_flits_sent.2_msgs	excluded	uncore event
unc_m3upi_rxc_hdr_flits_sent.3_msgs	excluded	uncore event
unc_m3upi_rxc_hdr_flits_sent.slots_1	excluded	uncore event
unc_m3upi_rxc_hdr_flits_sent.slots_2	excluded	uncore event
unc_m3upi_rxc_hdr_flits_sent.slots_3	excluded	uncore event
unc_m3upi_rxc_held.cant_slot_ad	excluded	uncore event
unc_m3upi_rxc_held.cant_slot_bl	excluded	uncore event
unc_m3upi_rxc_held.parallel_attempt	excluded	uncore event
unc_m3upi_rxc_held.parallel_success	excluded	uncore event
unc_m3upi_rxc_held.vn0	excluded	uncore event
unc_m3upi_rxc_held.vn1	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn0.ad_req	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn0.ad_rsp	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn0.ad_snp	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn0.bl_ncb	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn0.bl_ncs	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn0.bl_rsp	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn0.bl_wb	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn1.ad_req	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn1.ad_rsp	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn1.ad_snp	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn1.bl_ncb	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn1.bl_ncs	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn1.bl_rsp	excluded	uncore event
unc_m3upi_rxc_packing_miss_vn1.bl_wb	excluded	uncore event
unc_m3upi_rxc_vna_crd.any_in_use	excluded	uncore event
unc_m3upi_rxc_vna_crd.corrected	excluded	uncore event
unc_m3upi_rxc_vna_crd.lt1	excluded	uncore event
unc_m3upi_rxc_vna_crd.lt10	excluded	uncore event
unc_m3upi_rxc_vna_crd.lt4	excluded	uncore event
unc_m3upi_rxc_vna_crd.lt5	excluded	uncore event
unc_m3upi_rxc_vna_crd_misc.req_adbl_alloc_l5	excluded	uncore event
unc_m3upi_rxc_vna_crd_misc.req_vn01_alloc_lt10	excluded	uncore event
unc_m3upi_rxc_vna_crd_misc.vn0_just_ad	excluded	uncore event
unc_m3upi_rxc_vna_crd_misc.vn0_just_bl	excluded	uncore event
unc_m3upi_rxc_vna_crd_misc.vn0_only	excluded	uncore event
unc_m3upi_rxc_vna_crd_misc.vn1_just_ad	excluded	uncore event
unc_m3upi_rxc_vna_crd_misc.vn1_just_bl	excluded	uncore event
unc_m3upi_rxc_vna_crd_misc.vn1_only	excluded	uncore event
unc_m3upi_txc_ad_arb_fail.vn0_req	excluded	uncore event
unc_m3upi_txc_ad_arb_fail.vn0_rsp	excluded	uncore event
unc_m3upi_txc_ad_arb_fail.vn0_snp	excluded	uncore event
unc_m3upi_txc_ad_arb_fail.vn0_wb	excluded	uncore event
unc_m3upi_txc_ad_arb_fail.vn1_req	excluded	uncore event
unc_m3upi_txc_ad_arb_fail.vn1_rsp	excluded	uncore event
unc_m3upi_txc_ad_arb_fail.vn1_snp	excluded	uncore event
unc_m3upi_txc_ad_arb_fail.vn1_wb	excluded	uncore event
unc_m3upi_txc_ad_flq_bypass	excluded	uncore event
unc_m3upi_txc_ad_flq_bypass.ad_slot0	excluded	uncore event
unc_m3upi_txc_ad_flq_bypass.ad_slot1	excluded	uncore event
unc_m3upi_txc_ad_flq_bypass.ad_slot2	excluded	uncore event
unc_m3upi_txc_ad_flq_bypass.bl_early_rsp	excluded	uncore event
unc_m3upi_txc_ad_flq_cycles_ne.vn0_req	excluded	uncore event
unc_m3upi_txc_ad_flq_cycles_ne.vn0_rsp	excluded	uncore event
unc_m3upi_txc_ad_flq_cycles_ne.vn0_snp	excluded	uncore event
unc_m3upi_txc_ad_flq_cycles_ne.vn0_wb	excluded	uncore event
unc_m3upi_txc_ad_flq_cycles_ne.vn1_req	excluded	uncore event
unc_m3upi_txc_ad_flq_cycles_ne.vn1_rsp	excluded	uncore event
unc_m3upi_txc_ad_flq_cycles_ne.vn1_snp	excluded	uncore event
unc_m3upi_txc_ad_flq_cycles_ne.vn1_wb	excluded	uncore event
unc_m3upi_txc_ad_flq_inserts.vn0_req	excluded	uncore event
unc_m3upi_txc_ad_flq_inserts.vn0_rsp	excluded	uncore event
unc_m3upi_txc_ad_flq_inserts.vn0_snp	excluded	uncore event
unc_m3upi_txc_ad_flq_inserts.vn0_wb	excluded	uncore event
unc_m3upi_txc_ad_flq_inserts.vn1_req	excluded	uncore event
unc_m3upi_txc_ad_flq_inserts.vn1_rsp	excluded	uncore event
unc_m3upi_txc_ad_flq_inserts.vn1_snp	excluded	uncore event
unc_m3upi_txc_ad_flq_occupancy.vn0_req	excluded	uncore event
unc_m3upi_txc_ad_flq_occupancy.vn0_rsp	excluded	uncore event
unc_m3upi_txc_ad_flq_occupancy.vn0_snp	excluded	uncore event
unc_m3upi_txc_ad_flq_occupancy.vn0_wb	excluded	uncore event
unc_m3upi_txc_ad_flq_occupancy.vn1_req	excluded	uncore event
unc_m3upi_txc_ad_flq_occupancy.vn1_rsp	excluded	uncore event
unc_m3upi_txc_ad_flq_occupancy.vn1_snp	excluded	uncore event
unc_m3upi_txc_ak_flq_inserts	excluded	uncore event
unc_m3upi_txc_ak_flq_occupancy	excluded	uncore event
unc_m3upi_txc_bl_arb_fail.vn0_ncb	excluded	uncore event
unc_m3upi_txc_bl_arb_fail.vn0_ncs	excluded	uncore event
unc_m3upi_txc_bl_arb_fail.vn0_rsp	excluded	uncore event
unc_m3upi_txc_bl_arb_fail.vn0_wb	excluded	uncore event
unc_m3upi_txc_bl_arb_fail.vn1_ncb	excluded	uncore event
unc_m3upi_txc_bl_arb_fail.vn1_ncs	excluded	uncore event
unc_m3upi_txc_bl_arb_fail.vn1_rsp	excluded	uncore event
unc_m3upi_txc_bl_arb_fail.vn1_wb	excluded	uncore event
unc_m3upi_txc_bl_flq_cycles_ne.vn0_req	excluded	uncore event
unc_m3upi_txc_bl_flq_cycles_ne.vn0_rsp	excluded	uncore event
unc_m3upi_txc_bl_flq_cycles_ne.vn0_snp	excluded	uncore event
unc_m3upi_txc_bl_flq_cycles_ne.vn0_wb	excluded	uncore event
unc_m3upi_txc_bl_flq_cycles_ne.vn1_req	excluded	uncore event
unc_m3upi_txc_bl_flq_cycles_ne.vn1_rsp	excluded	uncore event
unc_m3upi_txc_bl_flq_cycles_ne.vn1_snp	excluded	uncore event
unc_m3upi_txc_bl_flq_cycles_ne.vn1_wb	excluded	uncore event
unc_m3upi_txc_bl_flq_inserts.vn0_ncb	excluded	uncore event
unc_m3upi_txc_bl_flq_inserts.vn0_ncs	excluded	uncore event
unc_m3upi_txc_bl_flq_inserts.vn0_rsp	excluded	uncore event
unc_m3upi_txc_bl_flq_inserts.vn0_wb	excluded	uncore event
unc_m3upi_txc_bl_flq_inserts.vn1_ncb	excluded	uncore event
unc_m3upi_txc_bl_flq_inserts.vn1_ncs	excluded	uncore event
unc_m3upi_txc_bl_flq_inserts.vn1_rsp	excluded	uncore event
unc_m3upi_txc_bl_flq_inserts.vn1_wb	excluded	uncore event
unc_m3upi_txc_bl_flq_occupancy.vn0_ncb	excluded	uncore event
unc_m3upi_txc_bl_flq_occupancy.vn0_ncs	excluded	uncore event
unc_m3upi_txc_bl_flq_occupancy.vn0_rsp	excluded	uncore event
unc_m3upi_txc_bl_flq_occupancy.vn0_wb	excluded	uncore event
unc_m3upi_txc_bl_flq_occupancy.vn1_ncb	excluded	uncore event
unc_m3upi_txc_bl_flq_occupancy.vn1_ncs	excluded	uncore event
unc_m3upi_txc_bl_flq_occupancy.vn1_rsp	excluded	uncore event
unc_m3upi_txc_bl_flq_occupancy.vn1_wb	excluded	uncore event
unc_m3upi_txc_bl_wb_flq_occupancy.vn0_local	excluded	uncore event
unc_m3upi_txc_bl_wb_flq_occupancy.vn0_through	excluded	uncore event
unc_m3upi_txc_bl_wb_flq_occupancy.vn0_wrpull	excluded	uncore event
unc_m3upi_txc_bl_wb_flq_occupancy.vn1_local	excluded	uncore event
unc_m3upi_txc_bl_wb_flq_occupancy.vn1_through	excluded	uncore event
unc_m3upi_txc_bl_wb_flq_occupancy.vn1_wrpull	excluded	uncore event
unc_m3upi_upi_peer_ad_credits_empty.vn0_req	excluded	uncore event
unc_m3upi_upi_peer_ad_credits_empty.vn0_rsp	excluded	uncore event
unc_m3upi_upi_peer_ad_credits_empty.vn0_snp	excluded	uncore event
unc_m3upi_upi_peer_ad_credits_empty.vn1_req	excluded	uncore event
unc_m3upi_upi_peer_ad_credits_empty.vn1_rsp	excluded	uncore event
unc_m3upi_upi_peer_ad_credits_empty.vn1_snp	excluded	uncore event
unc_m3upi_upi_peer_ad_credits_empty.vna	excluded	uncore event
unc_m3upi_upi_peer_bl_credits_empty.vn0_ncs_ncb	excluded	uncore event
unc_m3upi_upi_peer_bl_credits_empty.vn0_rsp	excluded	uncore event
unc_m3upi_upi_peer_bl_credits_empty.vn0_wb	excluded	uncore event
unc_m3upi_upi_peer_bl_credits_empty.vn1_ncs_ncb	excluded	uncore event
unc_m3upi_upi_peer_bl_credits_empty.vn1_rsp	excluded	uncore event
unc_m3upi_upi_peer_bl_credits_empty.vn1_wb	excluded	uncore event
unc_m3upi_upi_peer_bl_credits_empty.vna	excluded	uncore event
unc_m3upi_upi_prefetch_spawn	excluded	uncore event
unc_m3upi_vn0_credits_used.ncb	excluded	uncore event
unc_m3upi_vn0_credits_used.ncs	excluded	uncore event
unc_m3upi_vn0_credits_used.req	excluded	uncore event
unc_m3upi_vn0_credits_used.rsp	excluded	uncore event
unc_m3upi_vn0_credits_used.snp	excluded	uncore event
unc_m3upi_vn0_credits_used.wb	excluded	uncore event
unc_m3upi_vn0_no_credits.ncb	excluded	uncore event
unc_m3upi_vn0_no_credits.ncs	excluded	uncore event
unc_m3upi_vn0_no_credits.req	excluded	uncore event
unc_m3upi_vn0_no_credits.rsp	excluded	uncore event
unc_m3upi_vn0_no_credits.snp	excluded	uncore event
unc_m3upi_vn0_no_credits.wb	excluded	uncore event
unc_m3upi_vn1_credits_used.ncb	excluded	uncore event
unc_m3upi_vn1_credits_used.ncs	excluded	uncore event
unc_m3upi_vn1_credits_used.req	excluded	uncore event
unc_m3upi_vn1_credits_used.rsp	excluded	uncore event
unc_m3upi_vn1_credits_used.snp	excluded	uncore event
unc_m3upi_vn1_credits_used.wb	excluded	uncore event
unc_m3upi_vn1_no_credits.ncb	excluded	uncore event
unc_m3upi_vn1_no_credits.ncs	excluded	uncore event
unc_m3upi_vn1_no_credits.req	excluded	uncore event
unc_m3upi_vn1_no_credits.rsp	excluded	uncore event
unc_m3upi_vn1_no_credits.snp	excluded	uncore event
unc_m3upi_vn1_no_credits.wb	excluded	uncore event
unc_m3upi_wb_occ_compare.bothnonzero_rt_eq_localdest_vn0	excluded	uncore event
unc_m3upi_wb_occ_compare.bothnonzero_rt_eq_localdest_vn1	excluded	uncore event
unc_m3upi_wb_occ_compare.bothnonzero_rt_gt_localdest_vn0	excluded	uncore event
unc_m3upi_wb_occ_compare.bothnonzero_rt_gt_localdest_vn1	excluded	uncore event
unc_m3upi_wb_occ_compare.bothnonzero_rt_lt_localdest_vn0	excluded	uncore event
unc_m3upi_wb_occ_compare.bothnonzero_rt_lt_localdest_vn1	excluded	uncore event
unc_m3upi_wb_occ_compare.rt_eq_localdest_vn0	excluded	uncore event
unc_m3upi_wb_occ_compare.rt_eq_localdest_vn1	excluded	uncore event
unc_m3upi_wb_occ_compare.rt_gt_localdest_vn0	excluded	uncore event
unc_m3upi_wb_occ_compare.rt_gt_localdest_vn1	excluded	uncore event
unc_m3upi_wb_occ_compare.rt_lt_localdest_vn0	excluded	uncore event
unc_m3upi_wb_occ_compare.rt_lt_localdest_vn1	excluded	uncore event
unc_m3upi_wb_pending.local_and_rt_vn0	excluded	uncore event
unc_m3upi_wb_pending.local_and_rt_vn1	excluded	uncore event
unc_m3upi_wb_pending.localdest_vn0	excluded	uncore event
unc_m3upi_wb_pending.localdest_vn1	excluded	uncore event
unc_m3upi_wb_pending.routethru_vn0	excluded	uncore event
unc_m3upi_wb_pending.routethru_vn1	excluded	uncore event
unc_m3upi_wb_pending.waiting4pull_vn0	excluded	uncore event
unc_m3upi_wb_pending.waiting4pull_vn1	excluded	uncore event
unc_m3upi_xpt_pftch.arb	excluded	uncore event
unc_m3upi_xpt_pftch.arrived	excluded	uncore event
unc_m3upi_xpt_pftch.bypass	excluded	uncore event
unc_m3upi_xpt_pftch.flitted	excluded	uncore event
unc_m3upi_xpt_pftch.lost_arb	excluded	uncore event
unc_m3upi_xpt_pftch.lost_old	excluded	uncore event
unc_m3upi_xpt_pftch.lost_qfull	excluded	uncore event
unc_mdf_crs_txr_inserts.ad_bnc	excluded	uncore event
unc_mdf_crs_txr_inserts.ad_crd	excluded	uncore event
unc_mdf_crs_txr_inserts.ak	excluded	uncore event
unc_mdf_crs_txr_inserts.akc	excluded	uncore event
unc_mdf_crs_txr_inserts.bl_bnc	excluded	uncore event
unc_mdf_crs_txr_inserts.bl_crd	excluded	uncore event
unc_mdf_crs_txr_inserts.iv	excluded	uncore event
unc_mdf_crs_txr_v_bounces.ad	excluded	uncore event
unc_mdf_crs_txr_v_bounces.ak	excluded	uncore event
unc_mdf_crs_txr_v_bounces.akc	excluded	uncore event
unc_mdf_crs_txr_v_bounces.bl	excluded	uncore event
unc_mdf_crs_txr_v_bounces.iv	excluded	uncore event
unc_mdf_fast_asserted.ad_bnc	excluded	uncore event
unc_mdf_fast_asserted.bl_crd	excluded	uncore event
unc_upi_clockticks	excluded	uncore event
unc_upi_direct_attempts.d2c	excluded	uncore event
unc_upi_direct_attempts.d2k	excluded	uncore event
unc_upi_flowq_no_vna_crd.ad_vna_eq0	excluded	uncore event
unc_upi_flowq_no_vna_crd.ad_vna_eq1	excluded	uncore event
unc_upi_flowq_no_vna_crd.ad_vna_eq2	excluded	uncore event
unc_upi_flowq_no_vna_crd.ak_vna_eq0	excluded	uncore event
unc_upi_flowq_no_vna_crd.ak_vna_eq1	excluded	uncore event
unc_upi_flowq_no_vna_crd.ak_vna_eq2	excluded	uncore event
unc_upi_flowq_no_vna_crd.ak_vna_eq3	excluded	uncore event
unc_upi_flowq_no_vna_crd.bl_vna_eq0	excluded	uncore event
unc_upi_l1_power_cycles	excluded	uncore event
unc_upi_m3_byp_blocked.bgf_crd	excluded	uncore event
unc_upi_m3_byp_blocked.flowq_ad_vna_le2	excluded	uncore event
unc_upi_m3_byp_blocked.flowq_ak_vna_le3	excluded	uncore event
unc_upi_m3_byp_blocked.flowq_bl_vna_eq0	excluded	uncore event
unc_upi_m3_byp_blocked.gv_block	excluded	uncore event
unc_upi_m3_crd_return_blocked	excluded	uncore event
unc_upi_m3_rxq_blocked.bgf_crd	excluded	uncore event
unc_upi_m3_rxq_blocked.flowq_ad_vna_btw_2_thresh	excluded	uncore event
unc_upi_m3_rxq_blocked.flowq_ad_vna_le2	excluded	uncore event
unc_upi_m3_rxq_blocked.flowq_ak_vna_le3	excluded	uncore event
unc_upi_m3_rxq_blocked.flowq_bl_vna_btw_0_thresh	excluded	uncore event
unc_upi_m3_rxq_blocked.flowq_bl_vna_eq0	excluded	uncore event
unc_upi_m3_rxq_blocked.gv_block	excluded	uncore event
unc_upi_phy_init_cycles	excluded	uncore event
unc_upi_power_l1_nack	excluded	uncore event
unc_upi_power_l1_req	excluded	uncore event
unc_upi_req_slot2_from_m3.ack	excluded	uncore event
unc_upi_req_slot2_from_m3.vn0	excluded	uncore event
unc_upi_req_slot2_from_m3.vn1	excluded	uncore event
unc_upi_req_slot2_from_m3.vna	excluded	uncore event
unc_upi_rxl0_power_cycles	excluded	uncore event
unc_upi_rxl0p_power_cycles	excluded	uncore event
unc_upi_rxl_any_flits.data	excluded	uncore event
unc_upi_rxl_any_flits.llcrd	excluded	uncore event
unc_upi_rxl_any_flits.llctrl	excluded	uncore event
unc_upi_rxl_any_flits.null	excluded	uncore event
unc_upi_rxl_any_flits.prothdr	excluded	uncore event
unc_upi_rxl_any_flits.slot0	excluded	uncore event
unc_upi_rxl_any_flits.slot1	excluded	uncore event
unc_upi_rxl_any_flits.slot2	excluded	uncore event
unc_upi_rxl_basic_hdr_match.ncb	excluded	uncore event
unc_upi_rxl_basic_hdr_match.ncb_opc	excluded	uncore event
unc_upi_rxl_basic_hdr_match.ncs	excluded	uncore event
unc_upi_rxl_basic_hdr_match.ncs_opc	excluded	uncore event
unc_upi_rxl_bypassed.slot0	excluded	uncore event
unc_upi_rxl_bypassed.slot1	excluded	uncore event
unc_upi_rxl_bypassed.slot2	excluded	uncore event
unc_upi_rxl_crc_errors	excluded	uncore event
unc_upi_rxl_crc_llr_req_transmit	excluded	uncore event
unc_upi_rxl_credits_consumed_vn0	excluded	uncore event
unc_upi_rxl_credits_consumed_vn1	excluded	uncore event
unc_upi_rxl_credits_consumed_vna	excluded	uncore event
unc_upi_rxl_flits.all_data	excluded	uncore event
unc_upi_rxl_flits.all_null	excluded	uncore event
unc_upi_rxl_flits.data	excluded	uncore event
unc_upi_rxl_flits.idle	excluded	uncore event
unc_upi_rxl_flits.llcrd	excluded	uncore event
unc_upi_rxl_flits.llctrl	excluded	uncore event
unc_upi_rxl_flits.non_data	excluded	uncore event
unc_upi_rxl_flits.null	excluded	uncore event
unc_upi_rxl_flits.prothdr	excluded	uncore event
unc_upi_rxl_flits.slot0	excluded	uncore event
